"编号","所属产品","平台/分支","所属模块","所属计划","来源","来源备注","研发需求名称","描述","验收标准","关键词","优先级","预计工时","当前状态","所处阶段","类别","T","B","C","由谁创建","创建日期","指派给","指派日期","抄送给","评审者","评审时间","由谁关闭","关闭日期","关闭原因","最后修改","最后修改日期","细分研发需求","相关研发需求","重复研发需求","附件"
"1358","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】报表管理-新增实时数据比对报表","<img src=““{14458.png}““ alt=““““ />
<img src=““{14459.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","2","23","beck","2025-11-24 18:13:56","","","","","","","","","","","","","","",""
"1363","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】每日/每周配置奖励金额输入框校验优化","针对每日每周的任务配置金额输入框优化内容如下


<img src=““{14564.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","1","8","beck","2025-11-27 13:06:10","","","","","","","","","","","","","","",""
"1366","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】新增出款组别权限配置","<img src=““{14658.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-12-01 20:09:26","Andy","2025-12-24 18:53:50","","","","","","","Andy","2025-12-24 18:53:50","","","","",""
"1367","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【邀请转盘】增加邀请转盘自动审核出款订单过滤配置","<img src=““{14659.png}““ alt=““““ />","","","3","","激活","已立项","功能","1","","","beck","2025-12-02 12:48:03","","","","","","","","","","","","","","",""
"1371","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【ARUPI】针对10444/10445两个通道进行非整百提现限制的开关配置","<img src=““{14794.png}““ alt=““““ /><img src=““{14795.png}““ alt=““““ />

","","","3","","激活","研发完毕","功能","2","","","beck","2025-12-05 19:18:00","","","","","","","","","beck","2025-12-08 18:38:24","","","","",""
"1376","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】自动出款新增AR钱包bank出款开关","<img src=““{14821.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-12-08 18:34:15","","","","","","","","","beck","2025-12-09 19:27:24","","","","",""
"1380","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】用户被拉黑后，无法发起提现操作","用户若是被拉黑了，则拉黑后禁用提现操作，用户点击提现则提示“您的账号当前无法提现，若有疑问请联系客服处理！”","","","3","","激活","研发完毕","功能","1","","5","beck","2025-12-12 11:52:25","","","","","","","","","beck","2025-12-12 11:59:33","","","","",""
"1381","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】充值次数数据同步优化","充值次数以用户详情的为准（图1），同步充值次数的数据到
1，财务管理 - 入款记录 - 充值次数（图2）
2，前端邀请记录中的数据（图3）






<img src=““{14870.png}““ alt=““““ />
<img src=““{14871.png}““ alt=““““ />
<img src=““{14872.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","6","beck","2025-12-12 11:58:45","","","","","","","","","beck","2025-12-12 11:59:19","","","","",""
"1384","老彩票迭代需求(#14)","","","","","","【老彩票后台】入款记录页面数据查询超时问题优化","在后台入款记录页面查询数据超时

筛选条件：充值方式：INTNET-QRpay；充值状态：已支付；订单到账日志：2025-12-13 00:00:00-2025-12-14 00:00:00



<img src=““{14952.png}““ alt=““““ />","","","3","","激活","未开始","功能","","","","qiushui","2025-12-14 18:00:56","beck","2025-12-14 18:00:56","","","","","","","","","","","","",""
"1411","老彩票迭代需求(#14)","","","","运营","","AR001-82bet-印度维护群12.6（后台增加总派彩和总投注的查询展示）","后台增加总派彩和总投注的查询展示<img src=““{15470.png}““ alt=““““ />","","","3","","激活","未开始","功能","","","","Terry","2025-12-29 19:47:50","beck","2025-12-29 19:47:50","","","","","","","","","","","","",""
"1412","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】提现锁定/提现记录页面表格查询数据优化","财务管理-提现锁定 / 提现记录
1，列表字段中的“直属未锁定/直属当日已出款”两个字段优化成默认不查询，且列表中字段样式显示为“直属未锁定：- - / 直属当日已出款：- -”
2，用户在有输入对应筛选框内的内容再正常查询区间值，显示查询后的数据“直属未锁定：10 / 直属当日已出款：20”




筛选条件
<img src=““{15469.png}““ alt=““““ />
列表字段
<img src=““{15472.png}““ alt=““““ />","","","3","","激活","已立项","功能","1","","","beck","2025-12-29 20:05:40","","","","","","","","","","","","","","",""
"1413","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】自动出款负盈利优化调整","<img src=““{15523.png}““ alt=““““ />","","","2","","激活","已立项","功能","1","","16","beck","2025-12-30 18:41:19","","","","","","","","","","","","","","",""
